Getting Better	Getting Worse	Undecided	Staying the Same	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
17.0	78.0	2.0	3.0	gallup-4611	Gallup	2009-01-31	2009-02-02	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
8.0	70.0	6.0	16.0	rasmussen-4598	Rasmussen	2009-01-31	2009-02-02	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
17.0	77.0	3.0	3.0	gallup-4578	Gallup	2009-01-30	2009-02-01	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
9.0	72.0	6.0	14.0	rasmussen-4575	Rasmussen	2009-01-30	2009-02-01	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
18.0	76.0	4.0	2.0	gallup-4574	Gallup	2009-01-29	2009-01-31	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
8.0	71.0	6.0	14.0	rasmussen-4573	Rasmussen	2009-01-29	2009-01-31	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
17.0	78.0	3.0	2.0	gallup-4572	Gallup	2009-01-28	2009-01-30	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
9.0	70.0	6.0	14.0	rasmussen-4571	Rasmussen	2009-01-28	2009-01-30	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
16.0	80.0	2.0	2.0	gallup-4566	Gallup	2009-01-27	2009-01-29	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
9.0	69.0	7.0	15.0	rasmussen-4564	Rasmussen	2009-01-27	2009-01-29	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
15.0	80.0	2.0	3.0	gallup-4563	Gallup	2009-01-26	2009-01-28	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	67.0	7.0	16.0	rasmussen-4560	Rasmussen	2009-01-26	2009-01-28	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
16.0	80.0	2.0	2.0	gallup-4555	Gallup	2009-01-25	2009-01-27	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	67.0	7.0	16.0	rasmussen-4553	Rasmussen	2009-01-25	2009-01-27	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
9.0	67.0	7.0	17.0	rasmussen-4548	Rasmussen	2009-01-24	2009-01-26	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
18.0	77.0	2.0	3.0	gallup-4547	Gallup	2009-01-24	2009-01-26	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
19.0	76.0	2.0	3.0	gallup-4543	Gallup	2009-01-23	2009-01-25	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	68.0	7.0	16.0	rasmussen-4542	Rasmussen	2009-01-23	2009-01-25	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
9.0	67.0	7.0	18.0	rasmussen-4539	Rasmussen	2009-01-22	2009-01-24	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
20.0	74.0	3.0	4.0	gallup-4538	Gallup	2009-01-22	2009-01-24	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
20.0	75.0	3.0	3.0	gallup-4536	Gallup	2009-01-21	2009-01-23	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
9.0	66.0	7.0	18.0	rasmussen-4535	Rasmussen	2009-01-21	2009-01-23	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
19.0	75.0	2.0	3.0	gallup-4619	Gallup	2009-01-20	2009-01-22	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
11.0	65.0	7.0	17.0	rasmussen-4522	Rasmussen	2009-01-20	2009-01-22	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
19.0	76.0	2.0	3.0	gallup-4618	Gallup	2009-01-19	2009-01-21	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
12.0	64.0	7.0	17.0	rasmussen-4516	Rasmussen	2009-01-19	2009-01-21	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
18.0	77.0	2.0	3.0	gallup-4617	Gallup	2009-01-18	2009-01-20	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
14.0	63.0	6.0	17.0	rasmussen-4490	Rasmussen	2009-01-18	2009-01-20	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
17.0	78.0	2.0	3.0	gallup-4616	Gallup	2009-01-17	2009-01-19	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
13.0	66.0	6.0	15.0	rasmussen-4486	Rasmussen	2009-01-17	2009-01-19	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
6.0	62.0	1.0	31.0	abc-news-4941	ABC News	2009-01-07	2009-01-19		Adults	500	4.5	Live Phone	Nonpartisan	None
16.0	79.0	2.0	3.0	gallup-4615	Gallup	2009-01-16	2009-01-18	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
12.0	68.0	7.0	13.0	rasmussen-4484	Rasmussen	2009-01-16	2009-01-18	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
3.0	59.0	6.0	32.0	arg-4785	ARG	2009-01-15	2009-01-18	Do you think the national economy is getting better, staying the same, or getting worse?	Adults	1100	2.6	Live Phone	Nonpartisan	None
15.0	79.0	3.0	3.0	gallup-4614	Gallup	2009-01-15	2009-01-17	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
12.0	68.0	7.0	13.0	rasmussen-4483	Rasmussen	2009-01-15	2009-01-17	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
15.0	79.0	3.0	3.0	gallup-4613	Gallup	2009-01-14	2009-01-16	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
12.0	67.0	6.0	15.0	rasmussen-4482	Rasmussen	2009-01-14	2009-01-16	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
15.0	79.0	3.0	3.0	gallup-4612	Gallup	2009-01-13	2009-01-15	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
12.0	68.0	5.0	15.0	rasmussen-4458	Rasmussen	2009-01-13	2009-01-15	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
7.0	54.0	2.0	37.0	cbs-times-4480	CBS/Times	2009-01-11	2009-01-15	Do you think the economy is getting better, getting worse, or staying about the same?	Adults	1112	3.0	Live Phone	Nonpartisan	None
15.0	78.0	4.0	3.0	gallup-4452	Gallup	2009-01-12	2009-01-14	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
11.0	67.0	6.0	16.0	rasmussen-4451	Rasmussen	2009-01-12	2009-01-14	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
15.0	78.0	3.0	4.0	gallup-4446	Gallup	2009-01-11	2009-01-13	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	69.0	6.0	15.0	rasmussen-4432	Rasmussen	2009-01-11	2009-01-13	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
14.0	79.0	3.0	5.0	gallup-4445	Gallup	2009-01-10	2009-01-12	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	69.0	6.0	14.0	rasmussen-4425	Rasmussen	2009-01-10	2009-01-12	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
13.0	80.0	2.0	4.0	gallup-4444	Gallup	2009-01-09	2009-01-11	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	73.0	5.0	13.0	rasmussen-4421	Rasmussen	2009-01-09	2009-01-11	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
15.0	78.0	3.0	4.0	gallup-4443	Gallup	2009-01-08	2009-01-10	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	70.0	6.0	15.0	rasmussen-4420	Rasmussen	2009-01-08	2009-01-10	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
16.0	76.0	3.0	4.0	gallup-4442	Gallup	2009-01-07	2009-01-09	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	69.0	6.0	14.0	rasmussen-4419	Rasmussen	2009-01-07	2009-01-09	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
16.0	77.0	3.0	4.0	gallup-4441	Gallup	2009-01-06	2009-01-08	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
12.0	65.0	7.0	16.0	rasmussen-4418	Rasmussen	2009-01-06	2009-01-08	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
17.0	76.0	3.0	4.0	gallup-4440	Gallup	2009-01-05	2009-01-07	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
13.0	65.0	6.0	16.0	rasmussen-4360	Rasmussen	2009-01-05	2009-01-07	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
18.0	76.0	2.0	4.0	gallup-4439	Gallup	2009-01-04	2009-01-06	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
14.0	63.0	6.0	17.0	rasmussen-4356	Rasmussen	2009-01-04	2009-01-06	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
18.0	76.0	3.0	4.0	gallup-4415	Gallup	2009-01-03	2009-01-05	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
14.0	62.0	5.0	19.0	rasmussen-4337	Rasmussen	2009-01-03	2009-01-05	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
19.0	75.0	2.0	4.0	gallup-4414	Gallup	2009-01-02	2009-01-04	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
14.0	61.0	6.0	19.0	rasmussen-4336	Rasmussen	2009-01-02	2009-01-04	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
18.0	75.0	3.0	4.0	gallup-4413	Gallup	2008-12-30	2009-01-03	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
12.0	63.0	7.0	18.0	rasmussen-4335	Rasmussen	2008-12-30	2009-01-03	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
10.0	67.0	6.0	16.0	rasmussen-4601	Rasmussen	2008-12-29	2009-01-02	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
18.0	76.0	2.0	4.0	gallup-4412	Gallup	2008-12-28	2009-01-02	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	68.0	6.0	16.0	rasmussen-4606	Rasmussen	2008-12-28	2008-12-30	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
16.0	78.0	3.0	4.0	gallup-4411	Gallup	2008-12-27	2008-12-30	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
9.0	68.0	7.0	16.0	rasmussen-4605	Rasmussen	2008-12-27	2008-12-29	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
15.0	79.0	2.0	4.0	gallup-4410	Gallup	2008-12-26	2008-12-28	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	67.0	6.0	17.0	rasmussen-4604	Rasmussen	2008-12-22	2008-12-28	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
15.0	80.0	2.0	3.0	gallup-4409	Gallup	2008-12-22	2008-12-27	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	68.0	6.0	17.0	rasmussen-4603	Rasmussen	2008-12-21	2008-12-27	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
16.0	79.0	2.0	3.0	gallup-4408	Gallup	2008-12-21	2008-12-26	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	69.0	5.0	16.0	rasmussen-4607	Rasmussen	2008-12-20	2008-12-22	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
16.0	79.0	2.0	4.0	gallup-4407	Gallup	2008-12-20	2008-12-22	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
15.0	79.0	2.0	4.0	gallup-4406	Gallup	2008-12-19	2008-12-21	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
11.0	68.0	7.0	15.0	rasmussen-4334	Rasmussen	2008-12-19	2008-12-21	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
14.0	81.0	2.0	4.0	gallup-4405	Gallup	2008-12-18	2008-12-20	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
